seqname,source,feature,HP_number,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame,attribute
.,forsyth,gene,HP0126,137857,138204,ribosomal protein L20 (rpl20) {Pseudomonas syringae},347,12760,.,+,.,gene=HP0126;Putative_Id=ribosomal protein L20 (rpl20) {Pseudomonas syringae};Orf_Size=347;Prot_Size(est)=12760.0
.,forsyth,gene,HP0127,138407,139264,outer membrane protein (omp4),857,31460,.,+,.,gene=HP0127;Putative_Id=outer membrane protein (omp4);Orf_Size=857;Prot_Size(est)=31460.0
.,forsyth,gene,HP0128,139319,139441,hypothetical protein,122,4510,.,+,.,gene=HP0128;Putative_Id=hypothetical protein;Orf_Size=122;Prot_Size(est)=4510.0
.,forsyth,gene,HP0129,139617,140039,hypothetical protein,422,15510,.,+,.,gene=HP0129;Putative_Id=hypothetical protein;Orf_Size=422;Prot_Size(est)=15510.0
.,forsyth,gene,HP0130,140453,141310,hypothetical protein,857,31460,.,+,.,gene=HP0130;Putative_Id=hypothetical protein;Orf_Size=857;Prot_Size(est)=31460.0
.,forsyth,gene,HP0131,142028,142126,hypothetical protein,98,3630,.,+,.,gene=HP0131;Putative_Id=hypothetical protein;Orf_Size=98;Prot_Size(est)=3630.0
.,forsyth,gene,HP0132,142230,143594,L-serine deaminase (sdaA) {Escherichia coli},1364,50050,.,-,.,gene=HP0132;Putative_Id=L-serine deaminase (sdaA) {Escherichia coli};Orf_Size=1364;Prot_Size(est)=50050.0
.,forsyth,gene,HP0133,143597,144835,serine transporter (sdaC) {Escherichia coli},1238,45430,.,-,.,gene=HP0133;Putative_Id=serine transporter (sdaC) {Escherichia coli};Orf_Size=1238;Prot_Size(est)=45430.0
.,forsyth,gene,HP0134,145016,146362,3-deoxy-D-arabino-heptulosonate 7-phosphate synthase (dhs1) {Arabidopsis thaliana},1346,49390,.,+,.,gene=HP0134;Putative_Id=3-deoxy-D-arabino-heptulosonate 7-phosphate synthase (dhs1) {Arabidopsis thaliana};Orf_Size=1346;Prot_Size(est)=49390.0
.,forsyth,gene,HP0135,146444,146575,hypothetical protein,131,4840,.,+,.,gene=HP0135;Putative_Id=hypothetical protein;Orf_Size=131;Prot_Size(est)=4840.0
.,forsyth,gene,HP0136,146816,147271,bacterioferritin comigratory protein (bcp) {Escherichia coli},455,16720,.,-,.,gene=HP0136;Putative_Id=bacterioferritin comigratory protein (bcp) {Escherichia coli};Orf_Size=455;Prot_Size(est)=16720.0
.,forsyth,gene,HP0137,147284,147916,hypothetical protein,632,23210,.,-,.,gene=HP0137;Putative_Id=hypothetical protein;Orf_Size=632;Prot_Size(est)=23210.0
.,forsyth,gene,HP0138,147912,149354,conserved hypothetical iron-sulfur protein {Escherichia coli},1442,52910,.,-,.,gene=HP0138;Putative_Id=conserved hypothetical iron-sulfur protein {Escherichia coli};Orf_Size=1442;Prot_Size(est)=52910.0
.,forsyth,gene,HP0139,149386,150111,conserved hypothetical secreted protein {Escherichia coli},725,26620,.,-,.,gene=HP0139;Putative_Id=conserved hypothetical secreted protein {Escherichia coli};Orf_Size=725;Prot_Size(est)=26620.0
.,forsyth,gene,HP0140,150342,151988,L-lactate permease (lctP) {Escherichia coli},1646,60390,.,+,.,gene=HP0140;Putative_Id=L-lactate permease (lctP) {Escherichia coli};Orf_Size=1646;Prot_Size(est)=60390.0
.,forsyth,gene,HP0141,152048,153700,L-lactate permease (lctP) {Escherichia coli},1652,60610,.,+,.,gene=HP0141;Putative_Id=L-lactate permease (lctP) {Escherichia coli};Orf_Size=1652;Prot_Size(est)=60610.0
.,forsyth,gene,HP0142,153730,154713,A/G-specific adenine glycosylase (mutY) {Escherichia coli},983,36080,.,-,.,gene=HP0142;Putative_Id=A/G-specific adenine glycosylase (mutY) {Escherichia coli};Orf_Size=983;Prot_Size(est)=36080.0
.,forsyth,gene,HP0143,154717,156164,2-oxoglutarate/malate translocator (SODiT1) {Haemophilus influenzae},1447,53093.33333,.,-,.,gene=HP0143;Putative_Id=2-oxoglutarate/malate translocator (SODiT1) {Haemophilus influenzae};Orf_Size=1447;Prot_Size(est)=53093.333333333336
.,forsyth,gene,HP0144,156334,157797,"cytochrome c oxidase, heme b and copper-binding subunit, membrane-bound (fixN) {Rhizobium meliloti}",1463,53680,.,+,.,"gene=HP0144;Putative_Id=cytochrome c oxidase, heme b and copper-binding subunit, membrane-bound (fixN) {Rhizobium meliloti};Orf_Size=1463;Prot_Size(est)=53680.0"
.,forsyth,gene,HP0145,157813,158508,"cytochrome c oxidase, monoheme subunit, membrane-bound (fixO) {Bradyrhizobium japonicum}",695,25520,.,+,.,"gene=HP0145;Putative_Id=cytochrome c oxidase, monoheme subunit, membrane-bound (fixO) {Bradyrhizobium japonicum};Orf_Size=695;Prot_Size(est)=25520.0"
.,forsyth,gene,HP0146,158519,158737,cbb3-type cytochrome c oxidase subunit Q (CcoQ) {Rhodobacter sphaeroides},218,8030,.,+,.,gene=HP0146;Putative_Id=cbb3-type cytochrome c oxidase subunit Q (CcoQ) {Rhodobacter sphaeroides};Orf_Size=218;Prot_Size(est)=8030.0
.,forsyth,gene,HP0147,158742,159599,"cytochrome c oxidase, diheme subunit, membrane-bound (fixP) {Rhizobium meliloti}",857,31460,.,+,.,"gene=HP0147;Putative_Id=cytochrome c oxidase, diheme subunit, membrane-bound (fixP) {Rhizobium meliloti};Orf_Size=857;Prot_Size(est)=31460.0"
.,forsyth,gene,HP0148,159630,159833,hypothetical protein,203,7480,.,+,.,gene=HP0148;Putative_Id=hypothetical protein;Orf_Size=203;Prot_Size(est)=7480.0
.,forsyth,gene,HP0149,159937,160518,hypothetical protein,581,21340,.,+,.,gene=HP0149;Putative_Id=hypothetical protein;Orf_Size=581;Prot_Size(est)=21340.0
.,forsyth,gene,HP0150,160534,161121,hypothetical protein,587,21560,.,+,.,gene=HP0150;Putative_Id=hypothetical protein;Orf_Size=587;Prot_Size(est)=21560.0
.,forsyth,gene,HP0151,161157,161966,conserved hypothetical membrane protein {Bacillus subtilis},809,29700,.,+,.,gene=HP0151;Putative_Id=conserved hypothetical membrane protein {Bacillus subtilis};Orf_Size=809;Prot_Size(est)=29700.0
.,forsyth,gene,HP0152,161969,162829,hypothetical protein,860,31570,.,-,.,gene=HP0152;Putative_Id=hypothetical protein;Orf_Size=860;Prot_Size(est)=31570.0
.,forsyth,gene,HP0153,162928,163968,recombinase (recA) {Helicobacter pylori},1040,38170,.,+,.,gene=HP0153;Putative_Id=recombinase (recA) {Helicobacter pylori};Orf_Size=1040;Prot_Size(est)=38170.0
.,forsyth,gene,HP0154,163983,165260,enolase (eno) {Bacillus subtilis},1277,46860,.,+,.,gene=HP0154;Putative_Id=enolase (eno) {Bacillus subtilis};Orf_Size=1277;Prot_Size(est)=46860.0
.,forsyth,gene,HP0155,165256,165528,hypothetical protein,272,10010,.,+,.,gene=HP0155;Putative_Id=hypothetical protein;Orf_Size=272;Prot_Size(est)=10010.0
.,forsyth,gene,HP0156,165543,166142,hypothetical protein,599,22000,.,+,.,gene=HP0156;Putative_Id=hypothetical protein;Orf_Size=599;Prot_Size(est)=22000.0
.,forsyth,gene,HP0157,166150,166635,shikimic acid kinase I (aroK) {Haemophilus influenzae},485,17820,.,+,.,gene=HP0157;Putative_Id=shikimic acid kinase I (aroK) {Haemophilus influenzae};Orf_Size=485;Prot_Size(est)=17820.0
.,forsyth,gene,HP0158,166660,167613,hypothetical protein,953,34980,.,+,.,gene=HP0158;Putative_Id=hypothetical protein;Orf_Size=953;Prot_Size(est)=34980.0
.,forsyth,gene,HP0159,167616,168731,"lipopolysaccharide 1,2-glucosyltransferase (rfaJ) {Escherichia coli}",1115,40920,.,-,.,"gene=HP0159;Putative_Id=lipopolysaccharide 1,2-glucosyltransferase (rfaJ) {Escherichia coli};Orf_Size=1115;Prot_Size(est)=40920.0"
.,forsyth,gene,HP0160,168882,169799,conserved hypothetical secreted protein {Escherichia coli},917,33660,.,+,.,gene=HP0160;Putative_Id=conserved hypothetical secreted protein {Escherichia coli};Orf_Size=917;Prot_Size(est)=33660.0
.,forsyth,gene,HP0161,170145,170252,hypothetical protein,107,3960,.,+,.,gene=HP0161;Putative_Id=hypothetical protein;Orf_Size=107;Prot_Size(est)=3960.0
.,forsyth,gene,HP0162,170707,171426,conserved hypothetical protein {Pseudomonas aeruginosa},719,26400,.,-,.,gene=HP0162;Putative_Id=conserved hypothetical protein {Pseudomonas aeruginosa};Orf_Size=719;Prot_Size(est)=26400.0
.,forsyth,gene,HP0163,171430,172398,delta-aminolevulinic acid dehydratase (hemB) {Bacillus subtilis},968,35530,.,-,.,gene=HP0163;Putative_Id=delta-aminolevulinic acid dehydratase (hemB) {Bacillus subtilis};Orf_Size=968;Prot_Size(est)=35530.0
.,forsyth,gene,HP0164,172473,173234,"signal-transducing protein, histidine kinase {Bacillus subtilis}",761,27940,.,-,.,"gene=HP0164;Putative_Id=signal-transducing protein, histidine kinase {Bacillus subtilis};Orf_Size=761;Prot_Size(est)=27940.0"
.,forsyth,gene,HP0165,173234,173752,hypothetical protein,518,19030,.,-,.,gene=HP0165;Putative_Id=hypothetical protein;Orf_Size=518;Prot_Size(est)=19030.0
.,forsyth,gene,HP0166,173781,174455,response regulator (ompR) {Campylobacter jejuni},674,24750,.,-,.,gene=HP0166;Putative_Id=response regulator (ompR) {Campylobacter jejuni};Orf_Size=674;Prot_Size(est)=24750.0
.,forsyth,gene,HP0167,174694,175164,hypothetical protein,470,17270,.,-,.,gene=HP0167;Putative_Id=hypothetical protein;Orf_Size=470;Prot_Size(est)=17270.0
.,forsyth,gene,HP0168,175146,175406,hypothetical protein,260,9570,.,-,.,gene=HP0168;Putative_Id=hypothetical protein;Orf_Size=260;Prot_Size(est)=9570.0
.,forsyth,gene,HP0169,175456,176721,collagenase (prtC) {Haemophilus influenzae},1265,46420,.,-,.,gene=HP0169;Putative_Id=collagenase (prtC) {Haemophilus influenzae};Orf_Size=1265;Prot_Size(est)=46420.0
.,forsyth,gene,HP0170,176727,177485,hypothetical protein,758,27830,.,-,.,gene=HP0170;Putative_Id=hypothetical protein;Orf_Size=758;Prot_Size(est)=27830.0
.,forsyth,gene,HP0171,177563,178651,peptide chain release factor RF-2 (prfB) {Escherichia coli},1088,39930,.,-,.,gene=HP0171;Putative_Id=peptide chain release factor RF-2 (prfB) {Escherichia coli};Orf_Size=1088;Prot_Size(est)=39930.0
.,forsyth,gene,HP0172,178715,179887,molybdopterin biosynthesis protein (moeA) {Escherichia coli},1172,43010,.,-,.,gene=HP0172;Putative_Id=molybdopterin biosynthesis protein (moeA) {Escherichia coli};Orf_Size=1172;Prot_Size(est)=43010.0
.,forsyth,gene,HP0173,179900,180664,flagellar biosynthetic protein (fliR) {Bacillus subtilis},764,28050,.,-,.,gene=HP0173;Putative_Id=flagellar biosynthetic protein (fliR) {Bacillus subtilis};Orf_Size=764;Prot_Size(est)=28050.0
.,forsyth,gene,HP0174,180661,181434,hypothetical protein,773,28380,.,-,.,gene=HP0174;Putative_Id=hypothetical protein;Orf_Size=773;Prot_Size(est)=28380.0
.,forsyth,gene,HP0175,181865,182761,cell binding factor 2 {Campylobacter jejuni},896,32890,.,+,.,gene=HP0175;Putative_Id=cell binding factor 2 {Campylobacter jejuni};Orf_Size=896;Prot_Size(est)=32890.0
.,forsyth,gene,HP0176,182781,183701,fructose-bisphosphate aldolase (tsr) {Bacillus subtilis},920,33770,.,+,.,gene=HP0176;Putative_Id=fructose-bisphosphate aldolase (tsr) {Bacillus subtilis};Orf_Size=920;Prot_Size(est)=33770.0
.,forsyth,gene,HP0177,183726,184286,translation elongation factor EF-P (efp) {Escherichia coli},560,20570,.,+,.,gene=HP0177;Putative_Id=translation elongation factor EF-P (efp) {Escherichia coli};Orf_Size=560;Prot_Size(est)=20570.0
.,forsyth,gene,HP0178,184801,185820,spore coat polysaccharide biosynthesis protein E {Methanococcus jannaschii},1019,37400,.,-,.,gene=HP0178;Putative_Id=spore coat polysaccharide biosynthesis protein E {Methanococcus jannaschii};Orf_Size=1019;Prot_Size(est)=37400.0
.,forsyth,gene,HP0179,185827,186465,"ABC transporter, ATP-binding protein {Escherichia coli}",638,23430,.,-,.,"gene=HP0179;Putative_Id=ABC transporter, ATP-binding protein {Escherichia coli};Orf_Size=638;Prot_Size(est)=23430.0"
.,forsyth,gene,HP0180,186465,187739,apolipoprotein N-acyltransferase (cute) {Haemophilus influenzae},1274,46750,.,-,.,gene=HP0180;Putative_Id=apolipoprotein N-acyltransferase (cute) {Haemophilus influenzae};Orf_Size=1274;Prot_Size(est)=46750.0
.,forsyth,gene,HP0181,187997,188668,hypothetical protein,671,24640,.,+,.,gene=HP0181;Putative_Id=hypothetical protein;Orf_Size=671;Prot_Size(est)=24640.0
.,forsyth,gene,HP0182,188681,190183,lysyl-tRNA synthetase (lysS) {Campylobacter jejuni},1502,55110,.,+,.,gene=HP0182;Putative_Id=lysyl-tRNA synthetase (lysS) {Campylobacter jejuni};Orf_Size=1502;Prot_Size(est)=55110.0
.,forsyth,gene,HP0183,190186,191433,serine hydroxymethyltransferase (glyA) {Escherichia coli},1247,45760,.,+,.,gene=HP0183;Putative_Id=serine hydroxymethyltransferase (glyA) {Escherichia coli};Orf_Size=1247;Prot_Size(est)=45760.0
.,forsyth,gene,HP0184,191447,191986,hypothetical protein,539,19800,.,+,.,gene=HP0184;Putative_Id=hypothetical protein;Orf_Size=539;Prot_Size(est)=19800.0
.,forsyth,gene,HP0185,192011,192811,hypothetical protein,800,29370,.,+,.,gene=HP0185;Putative_Id=hypothetical protein;Orf_Size=800;Prot_Size(est)=29370.0
.,forsyth,gene,HP0186,193213,194424,hypothetical protein,1211,44440,.,-,.,gene=HP0186;Putative_Id=hypothetical protein;Orf_Size=1211;Prot_Size(est)=44440.0
.,forsyth,gene,HP0187,194454,194738,hypothetical protein,284,10450,.,-,.,gene=HP0187;Putative_Id=hypothetical protein;Orf_Size=284;Prot_Size(est)=10450.0
.,forsyth,gene,HP0188,194802,194900,hypothetical protein,98,3630,.,-,.,gene=HP0188;Putative_Id=hypothetical protein;Orf_Size=98;Prot_Size(est)=3630.0
.,forsyth,gene,HP0189,195057,195587,conserved hypothetical integral membrane protein {Escherichia coli},530,19470,.,+,.,gene=HP0189;Putative_Id=conserved hypothetical integral membrane protein {Escherichia coli};Orf_Size=530;Prot_Size(est)=19470.0
.,forsyth,gene,HP0190,195599,197104,conserved hypothetical secreted protein {Escherichia coli},1505,55220,.,-,.,gene=HP0190;Putative_Id=conserved hypothetical secreted protein {Escherichia coli};Orf_Size=1505;Prot_Size(est)=55220.0
.,forsyth,gene,HP0191,197129,197863,"fumarate reductase, iron-sulfur subunit (frdB) {Wolinella succinogenes}",734,26950,.,-,.,"gene=HP0191;Putative_Id=fumarate reductase, iron-sulfur subunit (frdB) {Wolinella succinogenes};Orf_Size=734;Prot_Size(est)=26950.0"
.,forsyth,gene,HP0192,197859,200000,"fumarate reductase, flavoprotein subunit (frdA) {Wolinella succinogenes}",2141,78540,.,-,.,"gene=HP0192;Putative_Id=fumarate reductase, flavoprotein subunit (frdA) {Wolinella succinogenes};Orf_Size=2141;Prot_Size(est)=78540.0"
.,forsyth,gene,HP0193,200013,200777,"fumarate reductase, cytochrome b subunit (frdC) {Wolinella succinogenes}",764,28050,.,-,.,"gene=HP0193;Putative_Id=fumarate reductase, cytochrome b subunit (frdC) {Wolinella succinogenes};Orf_Size=764;Prot_Size(est)=28050.0"
.,forsyth,gene,HP0194,200992,201693,triosephosphate isomerase (tpi) {Mycoplasma hyopneumoniae},701,25740,.,+,.,gene=HP0194;Putative_Id=triosephosphate isomerase (tpi) {Mycoplasma hyopneumoniae};Orf_Size=701;Prot_Size(est)=25740.0
.,forsyth,gene,HP0195,201706,202530,enoyl-(acyl-carrier-protein) reductase (NADH) (fabI) {Escherichia coli},824,30250,.,+,.,gene=HP0195;Putative_Id=enoyl-(acyl-carrier-protein) reductase (NADH) (fabI) {Escherichia coli};Orf_Size=824;Prot_Size(est)=30250.0
.,forsyth,gene,HP0196,202543,203550,UDP-3-0-(3-hydroxymyristoyl) glucosamine N-acyltransferase (lpxD) {Rickettsia rickettsii},1007,36960,.,+,.,gene=HP0196;Putative_Id=UDP-3-0-(3-hydroxymyristoyl) glucosamine N-acyltransferase (lpxD) {Rickettsia rickettsii};Orf_Size=1007;Prot_Size(est)=36960.0
.,forsyth,gene,HP0197,203618,204772,S-adenosylmethionine synthetase 2 (metX) {Escherichia coli},1154,42350,.,+,.,gene=HP0197;Putative_Id=S-adenosylmethionine synthetase 2 (metX) {Escherichia coli};Orf_Size=1154;Prot_Size(est)=42350.0
.,forsyth,gene,HP0198,204842,205252,nucleoside diphosphate kinase (ndk) {Myxococcus xanthus},410,15070,.,+,.,gene=HP0198;Putative_Id=nucleoside diphosphate kinase (ndk) {Myxococcus xanthus};Orf_Size=410;Prot_Size(est)=15070.0
.,forsyth,gene,HP0199,205281,205634,hypothetical protein,353,12980,.,+,.,gene=HP0199;Putative_Id=hypothetical protein;Orf_Size=353;Prot_Size(est)=12980.0
.,forsyth,gene,HP0200,205653,205796,ribosomal protein L32 (rpl32) {Bacillus stearothermophilus},143,5280,.,+,.,gene=HP0200;Putative_Id=ribosomal protein L32 (rpl32) {Bacillus stearothermophilus};Orf_Size=143;Prot_Size(est)=5280.0
.,forsyth,gene,HP0201,205874,206887,fatty acid/phospholipid synthesis protein (plsX) {Escherichia coli},1013,37180,.,+,.,gene=HP0201;Putative_Id=fatty acid/phospholipid synthesis protein (plsX) {Escherichia coli};Orf_Size=1013;Prot_Size(est)=37180.0
.,forsyth,gene,HP0202,206915,207907,beta-ketoacyl-acyl carrier protein synthase III (fabH) {Escherichia coli},992,36410,.,+,.,gene=HP0202;Putative_Id=beta-ketoacyl-acyl carrier protein synthase III (fabH) {Escherichia coli};Orf_Size=992;Prot_Size(est)=36410.0
.,forsyth,gene,HP0203,207932,208204,hypothetical protein,272,10010,.,+,.,gene=HP0203;Putative_Id=hypothetical protein;Orf_Size=272;Prot_Size(est)=10010.0
.,forsyth,gene,HP0204,208869,209249,hypothetical protein,380,13970,.,-,.,gene=HP0204;Putative_Id=hypothetical protein;Orf_Size=380;Prot_Size(est)=13970.0
.,forsyth,gene,HP0205,209268,211646,hypothetical protein,2378,87230,.,-,.,gene=HP0205;Putative_Id=hypothetical protein;Orf_Size=2378;Prot_Size(est)=87230.0
.,forsyth,gene,HP0206,211853,212176,hypothetical protein,323,11880,.,-,.,gene=HP0206;Putative_Id=hypothetical protein;Orf_Size=323;Prot_Size(est)=11880.0
.,forsyth,gene,HP0207,212141,213376,ATP-binding protein (mpr) {Escherichia coli},1235,45320,.,+,.,gene=HP0207;Putative_Id=ATP-binding protein (mpr) {Escherichia coli};Orf_Size=1235;Prot_Size(est)=45320.0
.,forsyth,gene,HP0208,213396,214591,"lipopolysaccharide 1,2-glucosyltransferase (rfaJ) {Escherichia coli}",1195,43853.33333,.,-,.,"gene=HP0208;Putative_Id=lipopolysaccharide 1,2-glucosyltransferase (rfaJ) {Escherichia coli};Orf_Size=1195;Prot_Size(est)=43853.333333333336"
.,forsyth,gene,HP0209,214745,216094,hypothetical protein,1349,49500,.,+,.,gene=HP0209;Putative_Id=hypothetical protein;Orf_Size=1349;Prot_Size(est)=49500.0
.,forsyth,gene,HP0210,216201,218063,chaperone and heat shock protein C62.5 (htpG) {Escherichia coli},1862,68310,.,+,.,gene=HP0210;Putative_Id=chaperone and heat shock protein C62.5 (htpG) {Escherichia coli};Orf_Size=1862;Prot_Size(est)=68310.0
.,forsyth,gene,HP0211,218269,219018,conserved hypothetical secreted protein {Escherichia coli},749,27500,.,-,.,gene=HP0211;Putative_Id=conserved hypothetical secreted protein {Escherichia coli};Orf_Size=749;Prot_Size(est)=27500.0
.,forsyth,gene,HP0212,219101,220249,succinyl-diaminopimelate desuccinylase (dapE) {Haemophilus influenzae},1148,42130,.,-,.,gene=HP0212;Putative_Id=succinyl-diaminopimelate desuccinylase (dapE) {Haemophilus influenzae};Orf_Size=1148;Prot_Size(est)=42130.0
.,forsyth,gene,HP0213,220262,222124,glucose inhibited division protein (gidA) {Haemophilus influenzae},1862,68310,.,-,.,gene=HP0213;Putative_Id=glucose inhibited division protein (gidA) {Haemophilus influenzae};Orf_Size=1862;Prot_Size(est)=68310.0
.,forsyth,gene,HP0214,222220,223875,sodium-dependent transporter (huNaDC-1) {Homo sapiens},1655,60720,.,+,.,gene=HP0214;Putative_Id=sodium-dependent transporter (huNaDC-1) {Homo sapiens};Orf_Size=1655;Prot_Size(est)=60720.0
.,forsyth,gene,HP0215,223891,224688,CDP-diglyceride synthetase (cdsA) {Escherichia coli},797,29260,.,+,.,gene=HP0215;Putative_Id=CDP-diglyceride synthetase (cdsA) {Escherichia coli};Orf_Size=797;Prot_Size(est)=29260.0
.,forsyth,gene,HP0216,224692,225795,conserved hypothetical protein {Escherichia coli},1103,40480,.,+,.,gene=HP0216;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=1103;Prot_Size(est)=40480.0
.,forsyth,gene,HP0217,225849,226988,hypothetical protein,1139,41800,.,+,.,gene=HP0217;Putative_Id=hypothetical protein;Orf_Size=1139;Prot_Size(est)=41800.0
.,forsyth,gene,HP0218,227010,227558,hypothetical protein,548,20130,.,-,.,gene=HP0218;Putative_Id=hypothetical protein;Orf_Size=548;Prot_Size(est)=20130.0
.,forsyth,gene,HP0219,227686,228162,hypothetical protein,476,17490,.,+,.,gene=HP0219;Putative_Id=hypothetical protein;Orf_Size=476;Prot_Size(est)=17490.0
.,forsyth,gene,HP0220,228339,229499,synthesis of [Fe-S] cluster (nifS) {Anabaena sp.},1160,42570,.,+,.,gene=HP0220;Putative_Id=synthesis of [Fe-S] cluster (nifS) {Anabaena sp.};Orf_Size=1160;Prot_Size(est)=42570.0
.,forsyth,gene,HP0221,229524,230501,nifU-like protein {Anabaena azollae},977,35860,.,+,.,gene=HP0221;Putative_Id=nifU-like protein {Anabaena azollae};Orf_Size=977;Prot_Size(est)=35860.0
.,forsyth,gene,HP0222,230651,230869,hypothetical protein,218,8030,.,+,.,gene=HP0222;Putative_Id=hypothetical protein;Orf_Size=218;Prot_Size(est)=8030.0
.,forsyth,gene,HP0223,230973,232340,ATP-dependent protease (sms) {Haemophilus influenzae},1367,50160,.,+,.,gene=HP0223;Putative_Id=ATP-dependent protease (sms) {Haemophilus influenzae};Orf_Size=1367;Prot_Size(est)=50160.0
