seqname,source,feature,HP_number,gene_type,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame
.,forsyth,gene,HP0198,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",204842,205252,nucleoside diphosphate kinase (ndk) {Myxococcus xanthus},410,15070,.,+,.
.,forsyth,gene,HP0199,HYPOTHETICAL PROTEIEN,205281,205634,hypothetical protein,353,12980,.,+,.
.,forsyth,gene,HP0200,TRANSLATION,205653,205796,ribosomal protein L32 (rpl32) {Bacillus stearothermophilus},143,5280,.,+,.
.,forsyth,gene,HP0201,FATTY ACID AND PHOSPHOLIPID METABOLISM,205874,206887,fatty acid/phospholipid synthesis protein (plsX) {Escherichia coli},1013,37180,.,+,.
.,forsyth,gene,HP0202,FATTY ACID AND PHOSPHOLIPID METABOLISM,206915,207907,beta-ketoacyl-acyl carrier protein synthase III (fabH) {Escherichia coli},992,36410,.,+,.
.,forsyth,gene,HP0203,HYPOTHETICAL PROTEIEN,207932,208204,hypothetical protein,272,10010,.,+,.
.,forsyth,gene,HP0204,HYPOTHETICAL PROTEIEN,208869,209249,hypothetical protein,380,13970,.,-,.
.,forsyth,gene,HP0205,HYPOTHETICAL PROTEIEN,209268,211646,hypothetical protein,2378,87230,.,-,.
.,forsyth,gene,HP0206,HYPOTHETICAL PROTEIEN,211853,212176,hypothetical protein,323,11880,.,-,.
.,forsyth,gene,HP0207,HYPOTHETICAL PROTEIEN,212141,213376,ATP-binding protein (mpr) {Escherichia coli},1235,45320,.,+,.
.,forsyth,gene,HP0208,CELL ENVELOPE,213396,214591,"lipopolysaccharide 1,2-glucosyltransferase (rfaJ) {Escherichia coli}",1195,43853.33333,.,-,.
.,forsyth,gene,HP0209,HYPOTHETICAL PROTEIEN,214745,216094,hypothetical protein,1349,49500,.,+,.
.,forsyth,gene,HP0210,CELLULAR PROCESSES,216201,218063,chaperone and heat shock protein C62.5 (htpG) {Escherichia coli},1862,68310,.,+,.
.,forsyth,gene,HP0211,HYPOTHETICAL PROTEIEN,218269,219018,conserved hypothetical secreted protein {Escherichia coli},749,27500,.,-,.
.,forsyth,gene,HP0212,AMINO-ACID BIOSYNTHESIS,219101,220249,succinyl-diaminopimelate desuccinylase (dapE) {Haemophilus influenzae},1148,42130,.,-,.
.,forsyth,gene,HP0213,REPLICATION,220262,222124,glucose inhibited division protein (gidA) {Haemophilus influenzae},1862,68310,.,-,.
.,forsyth,gene,HP0214,TRANSPORT AND BINDING PROTEINS,222220,223875,sodium-dependent transporter (huNaDC-1) {Homo sapiens},1655,60720,.,+,.
.,forsyth,gene,HP0215,FATTY ACID AND PHOSPHOLIPID METABOLISM,223891,224688,CDP-diglyceride synthetase (cdsA) {Escherichia coli},797,29260,.,+,.
.,forsyth,gene,HP0216,HYPOTHETICAL PROTEIEN,224692,225795,conserved hypothetical protein {Escherichia coli},1103,40480,.,+,.
.,forsyth,gene,HP0217,HYPOTHETICAL PROTEIEN,225849,226988,hypothetical protein,1139,41800,.,+,.
.,forsyth,gene,HP0218,HYPOTHETICAL PROTEIEN,227010,227558,hypothetical protein,548,20130,.,-,.
.,forsyth,gene,HP0219,HYPOTHETICAL PROTEIEN,227686,228162,hypothetical protein,476,17490,.,+,.
.,forsyth,gene,HP0220,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",228339,229499,synthesis of [Fe-S] cluster (nifS) {Anabaena sp.},1160,42570,.,+,.
.,forsyth,gene,HP0221,HYPOTHETICAL PROTEIEN,229524,230501,nifU-like protein {Anabaena azollae},977,35860,.,+,.
.,forsyth,gene,HP0222,HYPOTHETICAL PROTEIEN,230651,230869,hypothetical protein,218,8030,.,+,.
.,forsyth,gene,HP0223,TRANSLATION,230973,232340,ATP-dependent protease (sms) {Haemophilus influenzae},1367,50160,.,+,.
.,forsyth,gene,HP0224,REGULATORY FUNCTIONS,232467,233543,peptide methionine sulfoxide reductase (msrA) {Haemophilus influenzae},1076,39490,.,+,.
.,forsyth,gene,HP0225,HYPOTHETICAL PROTEIEN,233581,233646,hypothetical protein,65,2420,.,+,.
.,forsyth,gene,HP0226,HYPOTHETICAL PROTEIEN,233932,234762,conserved hypothetical integral membrane protein {Pseudomonas sp.},830,30470,.,-,.
.,forsyth,gene,HP0227,CELL ENVELOPE,234976,237048,outer membrane protein (omp5),2072,76010,.,-,.
.,forsyth,gene,HP0228,HYPOTHETICAL PROTEIEN,237297,238466,conserved hypothetical integral membrane protein {Bacillus subtilis},1169,42900,.,+,.
.,forsyth,gene,HP0229,CELL ENVELOPE,238711,240159,outer membrane protein (omp6),1448,53130,.,-,.
.,forsyth,gene,HP0230,CELL ENVELOPE,240357,241085,CTP:CMP-3-deoxy-D-manno-octulosonate-cytidylyl-transferase (kdsB) {Haemophilus influenzae},728,26730,.,-,.
.,forsyth,gene,HP0231,HYPOTHETICAL PROTEIEN,241193,241987,hypothetical protein,794,29150,.,+,.
.,forsyth,gene,HP0232,CELL ENVELOPE,242006,242650,secreted protein involved in flagellar motility {Helicobacter pylori},644,23650,.,+,.
.,forsyth,gene,HP0233,HYPOTHETICAL PROTEIEN,242677,243846,conserved hypothetical protein {Haemophilus influenzae},1169,42900,.,+,.
.,forsyth,gene,HP0234,HYPOTHETICAL PROTEIEN,243849,244376,conserved hypothetical integral membrane protein {Campylobacter coli},527,19360,.,+,.
.,forsyth,gene,HP0235,HYPOTHETICAL PROTEIEN,245101,246165,conserved hypothetical secreted protein {Escherichia coli},1064,39050,.,-,.
.,forsyth,gene,HP0236,HYPOTHETICAL PROTEIEN,246261,246629,hypothetical protein,368,13530,.,-,.
.,forsyth,gene,HP0237,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",246632,247549,porphobilinogen deaminase (hemC) {Escherichia coli},917,33660,.,-,.
.,forsyth,gene,HP0238,TRANSLATION,247563,249293,prolyl-tRNA synthetase (proS) {Escherichia coli},1730,63470,.,-,.
.,forsyth,gene,HP0239,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",249300,250646,glutamyl-tRNA reductase (hemA) {Pseudomonas aeruginosa},1346,49390,.,-,.
.,forsyth,gene,HP0240,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",250649,251569,octaprenyl-diphosphate synthase (ispB) {Escherichia coli},920,33770,.,-,.
.,forsyth,gene,HP0241,HYPOTHETICAL PROTEIEN,251582,251974,hypothetical protein,392,14410,.,-,.
.,forsyth,gene,HP0242,HYPOTHETICAL PROTEIEN,251970,252251,hypothetical protein,281,10340,.,-,.
.,forsyth,gene,HP0243,CELLULAR PROCESSES,252275,252706,neutrophil activating protein (napA) (bacterioferritin) {Helicobacter pylori},431,15840,.,-,.
.,forsyth,gene,HP0244,REGULATORY FUNCTIONS,252915,254057,"signal-transducing protein, histidine kinase (atoS) {Escherichia coli}",1142,41910,.,-,.
.,forsyth,gene,HP0245,HYPOTHETICAL PROTEIEN,254057,254371,hypothetical protein,314,11550,.,-,.
.,forsyth,gene,HP0246,CELL ENVELOPE,254371,255396,flagellar basal-body P-ring protein (flgI) {Salmonella choleraesuis},1025,37620,.,-,.
.,forsyth,gene,HP0247,TRANSLATION,255585,257060,"ATP-dependent RNA helicase, DEAD-box family (deaD)  {Haemophilus influenzae}",1475,54120,.,+,.
.,forsyth,gene,HP0248,HYPOTHETICAL PROTEIEN,257084,258169,conserved hypothetical protein {Synechocystis sp.},1085,39820,.,+,.
.,forsyth,gene,HP0249,HYPOTHETICAL PROTEIEN,258179,258715,hypothetical protein,536,19690,.,+,.
.,forsyth,gene,HP0250,TRANSPORT AND BINDING PROTEINS,258804,260351,"oligopeptide ABC transporter, ATP-binding protein (oppD) {Escherichia coli}",1547,56760,.,-,.
.,forsyth,gene,HP0251,TRANSPORT AND BINDING PROTEINS,260364,261377,"oligopeptide ABC transporter, permease protein (oppC) {Escherichia coli}",1013,37180,.,-,.
.,forsyth,gene,HP0252,CELL ENVELOPE,261719,263179,outer membrane protein (omp7),1460,53570,.,+,.
.,forsyth,gene,HP0253,HYPOTHETICAL PROTEIEN,263195,263308,hypothetical protein,113,4180,.,+,.
.,forsyth,gene,HP0254,CELL ENVELOPE,263314,264606,outer membrane protein (omp8),1292,47410,.,+,.
.,forsyth,gene,HP0255,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",264709,265941,adenylosuccinate synthetase (purA) {Bacillus subtilis},1232,45210,.,+,.
.,forsyth,gene,HP0256,HYPOTHETICAL PROTEIEN,265941,266366,hypothetical protein,425,15620,.,+,.
.,forsyth,gene,HP0257,HYPOTHETICAL PROTEIEN,266362,267018,conserved hypothetical secreted protein {Bacillus subtilis},656,24090,.,+,.
.,forsyth,gene,HP0258,HYPOTHETICAL PROTEIEN,267021,268064,conserved hypothetical integral membrane protein {Haemophilus influenzae},1043,38280,.,+,.
.,forsyth,gene,HP0259,REPLICATION,268080,269339,"exonuclease VII, large subunit (xseA) {Haemophilus influenzae}",1259,46200,.,+,.
.,forsyth,gene,HP0260,REPLICATION,269381,270532,adenine specific DNA methyltransferase (mod) {Escherichia coli},1151,42240,.,-,.
.,forsyth,gene,HP0261,HYPOTHETICAL PROTEIEN,270528,270923,hypothetical protein,395,14520,.,-,.
.,forsyth,gene,HP0262,HYPOTHETICAL PROTEIEN,271081,271680,hypothetical protein,599,22000,.,+,.
.,forsyth,gene,HP0263,REPLICATION,271795,272550,adenine specific DNA methyltransferase (hpaim) {Haemophilus parainfluenzae},755,27720,.,+,.
.,forsyth,gene,HP0264,TRANSLATION,272626,275193,ATP-dependent protease binding subunit (clpB) {Helicobacter pylori},2567,94160,.,+,.
.,forsyth,gene,HP0265,ENERGY METABOLISM,275250,275969,cytochrome c biogenesis protein (ccdA) {Bacillus subtilis},719,26400,.,+,.
.,forsyth,gene,HP0266,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",275982,277115,dihydroorotase (pyrC) {Pseudomonas putida},1133,41580,.,+,.
.,forsyth,gene,HP0267,CELLULAR PROCESSES,277103,278329,chlorohydrolase {Campylobacter jejuni},1226,44990,.,+,.
.,forsyth,gene,HP0268,HYPOTHETICAL PROTEIEN,278393,278632,hypothetical protein,239,8800,.,+,.
.,forsyth,gene,HP0269,HYPOTHETICAL PROTEIEN,278645,279955,conserved hypothetical ATP-binding protein {Pseudomonas aeruginosa},1310,48070,.,+,.
.,forsyth,gene,HP0270,HYPOTHETICAL PROTEIEN,280163,280648,hypothetical protein,485,17820,.,+,.
.,forsyth,gene,HP0271,HYPOTHETICAL PROTEIEN,280644,281624,hypothetical protein,980,35970,.,+,.
.,forsyth,gene,HP0272,HYPOTHETICAL PROTEIEN,281617,282147,hypothetical protein,530,19470,.,+,.
.,forsyth,gene,HP0273,HYPOTHETICAL PROTEIEN,282147,282683,hypothetical protein,536,19690,.,+,.
.,forsyth,gene,HP0274,HYPOTHETICAL PROTEIEN,282703,283098,conserved hypothetical protein {Methanococcus jannaschii},395,14520,.,+,.
.,forsyth,gene,HP0275,REPLICATION,283138,284427,ATP-dependent nuclease (addB) {Bacillus subtilis},1289,47300,.,+,.
.,forsyth,gene,HP0276,HYPOTHETICAL PROTEIEN,284418,284972,hypothetical protein,554,20350,.,+,.
.,forsyth,gene,HP0277,ENERGY METABOLISM,285032,285283,ferredoxin {Francisella tularensis},251,9240,.,+,.
.,forsyth,gene,HP0278,REGULATORY FUNCTIONS,285296,286747,guanosine pentaphosphate phosphohydrolase (gppA) {Escherichia coli},1451,53240,.,+,.
.,forsyth,gene,HP0279,CELL ENVELOPE,286747,287766,lipopolysaccharide heptosyltransferase-1 (rfaC) {Escherichia coli},1019,37400,.,+,.
.,forsyth,gene,HP0280,OTHER CATEGORIES,287766,288749,heat shock protein B (ibpB) {Escherichia coli},983,36080,.,+,.
.,forsyth,gene,HP0281,TRANSLATION,288855,289967,tRNA-guanine transglycosylase (tgt) {Escherichia coli},1112,40810,.,-,.
.,forsyth,gene,HP0282,HYPOTHETICAL PROTEIEN,290018,291457,hypothetical protein,1439,52800,.,+,.
.,forsyth,gene,HP0283,AMINO-ACID BIOSYNTHESIS,291465,292493,3-dehydroquinate synthase (aroB) {Escherichia coli},1028,37730,.,+,.
.,forsyth,gene,HP0284,HYPOTHETICAL PROTEIEN,292487,294055,conserved hypothetical integral membrane protein {Methanococcus jannaschii},1568,57530,.,+,.
.,forsyth,gene,HP0285,HYPOTHETICAL PROTEIEN,294055,295308,conserved hypothetical protein {Bacillus subtilis},1253,45980,.,+,.
.,forsyth,gene,HP0286,CELLULAR PROCESSES,295298,296947,cell division protein (ftsH) {Bacillus subtilis},1649,60500,.,+,.
.,forsyth,gene,HP0287,HYPOTHETICAL PROTEIEN,296953,297468,hypothetical protein,515,18920,.,+,.
.,forsyth,gene,HP0288,HYPOTHETICAL PROTEIEN,297484,297954,hypothetical protein,470,17270,.,+,.
.,forsyth,gene,HP0289,CELL ENVELOPE,298024,306702,toxin-like outer membrane protein {Helicobacter pylori},8678,318230,.,+,.
.,forsyth,gene,HP0290,AMINO-ACID BIOSYNTHESIS,306753,307967,diaminopimelate decarboxylase (dap decarboxylase) (lysA) {Haemophilus influenzae},1214,44550,.,+,.
.,forsyth,gene,HP0291,HYPOTHETICAL PROTEIEN,307975,308262,hypothetical protein,287,10560,.,+,.
.,forsyth,gene,HP0292,HYPOTHETICAL PROTEIEN,308278,309147,hypothetical protein,869,31900,.,+,.
.,forsyth,gene,HP0293,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",309151,310827,para-aminobenzoate synthetase (pabB) {Escherichia coli},1676,61490,.,+,.
.,forsyth,gene,HP0294,ENERGY METABOLISM,311023,312039,aliphatic amidase (aimE) {Pseudomonas aeruginosa},1016,37290,.,+,.
.,forsyth,gene,HP0295,CELL ENVELOPE,312148,314631,flagellin B homolog (fla) {Helicobacter pylori},2483,91080,.,-,.
.,forsyth,gene,HP0296,TRANSLATION,314873,315184,ribosomal protein L21 (rpl21) {Escherichia coli},311,11440,.,+,.
.,forsyth,gene,HP0297,TRANSLATION,315202,315465,ribosomal protein L27 (rpl27) {Haemophilus influenzae},263,9680,.,+,.
.,forsyth,gene,HP0298,TRANSPORT AND BINDING PROTEINS,315585,317231,"dipeptide ABC transporter, periplasmic dipeptide-binding protein (dppA) {Escherichia coli}",1646,60390,.,+,.
.,forsyth,gene,HP0299,TRANSPORT AND BINDING PROTEINS,317245,318246,"dipeptide ABC transporter, permease protein (dppB) {Escherichia coli}",1001,36740,.,+,.
.,forsyth,gene,HP0300,TRANSPORT AND BINDING PROTEINS,318249,319103,"dipeptide ABC transporter, permease protein (dppC) {Escherichia coli}",854,31350,.,+,.
.,forsyth,gene,HP0301,TRANSPORT AND BINDING PROTEINS,319118,319978,"dipeptide ABC transporter, ATP-binding protein (dppD) {Bacillus subtilis}",860,31570,.,+,.
.,forsyth,gene,HP0302,TRANSPORT AND BINDING PROTEINS,319978,320781,"dipeptide ABC transporter, ATP-binding protein (dppF) {Escherichia coli}",803,29480,.,+,.
.,forsyth,gene,HP0303,HYPOTHETICAL PROTEIEN,320804,321883,GTP-binding protein (obg) {Bacillus subtilis},1079,39600,.,+,.
.,forsyth,gene,HP0304,HYPOTHETICAL PROTEIEN,321928,322914,hypothetical protein,986,36190,.,+,.
.,forsyth,gene,HP0305,HYPOTHETICAL PROTEIEN,323161,323712,hypothetical protein,551,20240,.,+,.
.,forsyth,gene,HP0306,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",323725,325014,"glutamate-1-semialdehyde 2,1-aminomutase (hemL) {Escherichia coli}",1289,47300,.,+,.
.,forsyth,gene,HP0307,HYPOTHETICAL PROTEIEN,325014,325283,hypothetical protein,269,9900,.,+,.
.,forsyth,gene,HP0308,HYPOTHETICAL PROTEIEN,325302,325703,hypothetical protein,401,14740,.,+,.
.,forsyth,gene,HP0309,HYPOTHETICAL PROTEIEN,325790,326665,conserved hypothetical protein {Pseudomonas fluorescens},875,32120,.,+,.
.,forsyth,gene,HP0310,HYPOTHETICAL PROTEIEN,326681,327559,conserved hypothetical protein {Bacillus stearothermophilus},878,32230,.,+,.
.,forsyth,gene,HP0311,HYPOTHETICAL PROTEIEN,327608,327973,hypothetical protein,365,13420,.,+,.
.,forsyth,gene,HP0312,HYPOTHETICAL PROTEIN,327976,328938,conserved hypothetical ATP-binding protein {Escherichia coli},962,35310,.,+,.
.,forsyth,gene,HP0313,TRANSPORT AND BINDING PROTEINS,328950,330092,nitrite extrusion protein (narK) {Bacillus subtilis},1142,41910,.,-,.
.,forsyth,gene,HP0314,HYPOTHETICAL PROTEIEN,330453,330569,hypothetical protein,116,4290,.,+,.
.,forsyth,gene,HP0315,OTHER CATEGORIES,330591,330872,virulence associated protein D (vapD) {Haemophilus actinomycetemcomitans},281,10340,.,-,.
.,forsyth,gene,HP0316,HYPOTHETICAL PROTEIEN,330856,331245,hypothetical protein,389,14300,.,-,.
.,forsyth,gene,HP0317,CELL ENVELOPE,331857,334091,outer membrane protein (omp9),2234,81950,.,-,.
.,forsyth,gene,HP0318,HYPOTHETICAL PROTEIEN,334391,335143,conserved hypothetical protein {Haemophilus influenzae},752,27610,.,-,.
.,forsyth,gene,HP0319,TRANSLATION,335207,336829,arginyl-tRNA synthetase (argS) {Corynebacterium glutamicum},1622,59510,.,-,.
.,forsyth,gene,HP0320,HYPOTHETICAL PROTEIEN,336835,337071,conserved hypothetical secreted protein {Mycobacterium tuberculosis},236,8690,.,-,.
.,forsyth,gene,HP0321,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",337146,337763,5'-guanylate kinase (gmk) {Haemophilus influenzae},617,22660,.,-,.
.,forsyth,gene,HP0322,HYPOTHETICAL PROTEIEN,337759,339273,poly E-rich protein {Petromyzon marinus},1514,55550,.,-,.
.,forsyth,gene,HP0323,REPLICATION,339415,339954,membrane bound endonuclease (nuc) {Escherichia coli},539,19800,.,+,.
.,forsyth,gene,HP0324,CELL ENVELOPE,339968,340729,outer membrane protein (omp10),761,27940,.,-,.
.,forsyth,gene,HP0325,CELL ENVELOPE,340832,341542,flagellar basal-body L-ring protein (flgH) {Salmonella choleraesuis},710,26070,.,+,.
.,forsyth,gene,HP0326,CELL ENVELOPE,341563,343113,CMP-N-acetylneuraminic acid synthetase (neuA) {Escherichia coli},1550,56870,.,+,.
.,forsyth,gene,HP0327,CELL ENVELOPE,343113,343652,flagellar protein G (flaG) {Caulobacter crescentus},539,19800,.,+,.
.,forsyth,gene,HP0328,HYPOTHETICAL PROTEIEN,343591,344526,conserved hypothetical protein {Haemophilus influenzae},935,34320,.,-,.
.,forsyth,gene,HP0329,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",344526,345305,NH(3)-dependent NAD+ synthetase (nadE) {Methanococcus jannaschii},779,28600,.,-,.
.,forsyth,gene,HP0330,AMINO-ACID BIOSYNTHESIS,345554,346543,ketol-acid reductoisomerase (ilvC) {Bacillus subtilis},989,36300,.,+,.
.,forsyth,gene,HP0331,CELLULAR PROCESSES,346571,347374,cell division inhibitor (minD) {Escherichia coli},803,29480,.,+,.
.,forsyth,gene,HP0332,CELLULAR PROCESSES,347374,347604,cell division topological specificity factor (minE) {Escherichia coli},230,8470,.,+,.
.,forsyth,gene,HP0333,CELLULAR PROCESSES,347607,348416,DNA processing chain A (dprA) {Haemophilus influenzae},809,29700,.,+,.
.,forsyth,gene,HP0334,HYPOTHETICAL PROTEIEN,348416,348817,conserved hypothetical protein {Escherichia coli},401,14740,.,+,.
.,forsyth,gene,HP0335,HYPOTHETICAL PROTEIEN,349106,349291,hypothetical protein,185,6820,.,+,.
.,forsyth,gene,HP0336,HYPOTHETICAL PROTEIEN,349236,349649,hypothetical protein,413,15180,.,+,.
.,forsyth,gene,HP0337,HYPOTHETICAL PROTEIEN,349779,350081,hypothetical protein,302,11110,.,+,.
.,forsyth,gene,HP0338,HYPOTHETICAL PROTEIEN,350068,350631,hypothetical protein,563,20680,.,+,.
.,forsyth,gene,HP0339,HYPOTHETICAL PROTEIEN,350692,351039,hypothetical protein,347,12760,.,+,.
.,forsyth,gene,HP0340,HYPOTHETICAL PROTEIEN,351030,351293,hypothetical protein,263,9680,.,+,.
.,forsyth,gene,HP0341,HYPOTHETICAL PROTEIEN,351308,351400,hypothetical protein,92,3410,.,+,.
.,forsyth,gene,HP0342,HYPOTHETICAL PROTEIEN,351596,351985,hypothetical protein,389,14300,.,+,.
.,forsyth,gene,HP0343,HYPOTHETICAL PROTEIEN,351988,352407,hypothetical protein,419,15400,.,+,.
.,forsyth,gene,HP0344,HYPOTHETICAL PROTEIEN,352310,352771,hypothetical protein,461,16940,.,+,.
.,forsyth,gene,HP0345,HYPOTHETICAL PROTEIEN,352764,353096,hypothetical protein,332,12210,.,+,.
.,forsyth,gene,HP0346,HYPOTHETICAL PROTEIEN,353219,353998,hypothetical protein,779,28600,.,+,.
.,forsyth,gene,HP0347,HYPOTHETICAL PROTEIEN,353998,354891,conserved hypothetical protein {Mycoplasma genitalium},893,32780,.,-,.
.,forsyth,gene,HP0348,REPLICATION,354894,356441,single-stranded-DNA-specific exonuclease (recJ) {Escherichia coli},1547,56760,.,-,.
.,forsyth,gene,HP0349,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",356453,358066,CTP synthetase (pyrG) {Haemophilus influenzae},1613,59180,.,-,.
.,forsyth,gene,HP0350,HYPOTHETICAL PROTEIEN,358326,358991,hypothetical protein,665,24420,.,+,.
.,forsyth,gene,HP0351,CELL ENVELOPE,359038,360738,flagellar basal-body M-ring protein (fliF) {Salmonella choleraesuis},1700,62370,.,+,.
.,forsyth,gene,HP0352,CELL ENVELOPE,360759,361787,flagellar motor switch protein (fliG) {Borrelia burgdorferi},1028,37730,.,+,.
.,forsyth,gene,HP0353,CELL ENVELOPE,361777,362550,flagellar export protein (fliH) {Borrelia burgdorferi},773,28380,.,+,.
.,forsyth,gene,HP0354,ENERGY METABOLISM,362550,364403,transketolase B (tktB) {Haemophilus influenzae},1853,67980,.,+,.
.,forsyth,gene,HP0355,CELLULAR PROCESSES,364403,366208,GTP-binding membrane protein (lepA) {Haemophilus influenzae},1805,66220,.,+,.
.,forsyth,gene,HP0356,HYPOTHETICAL PROTEIEN,366226,366981,hypothetical protein,755,27720,.,+,.
.,forsyth,gene,HP0357,ENERGY METABOLISM,367136,367885,short chain alcohol dehydrogenase {Haemophilus influenzae},749,27500,.,-,.
.,forsyth,gene,HP0358,HYPOTHETICAL PROTEIEN,367906,369438,hypothetical protein,1532,56210,.,-,.
.,forsyth,gene,HP0359,HYPOTHETICAL PROTEIEN,369878,369940,hypothetical protein,62,2310,.,+,.
.,forsyth,gene,HP0360,ENERGY METABOLISM,370160,371191,UDP-glucose 4-epimerase {Azospirillum brasilense},1031,37840,.,+,.
.,forsyth,gene,HP0361,TRANSLATION,371191,371916,pseudouridylate synthase I (hisT) {Mycoplasma genitalium},725,26620,.,-,.
.,forsyth,gene,HP0362,HYPOTHETICAL PROTEIEN,371920,372954,conserved hypothetical integral membrane protein {Haemophilus influenzae},1034,37950,.,-,.
.,forsyth,gene,HP0363,TRANSLATION,372968,373594,L-isoaspartyl-protein carboxyl methyltransferase (pcm) {Escherichia coli},626,22990,.,-,.
.,forsyth,gene,HP0364,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",373607,374629,"ribonucleoside diphosphate reductase, beta subunit (nrdB) {Synechocystis sp.}",1022,37510,.,-,.
.,forsyth,gene,HP0365,HYPOTHETICAL PROTEIEN,374835,374924,hypothetical protein,89,3300,.,+,.
.,forsyth,gene,HP0366,CELL ENVELOPE,374953,376077,spore coat polysaccharide biosynthesis protein C {Methanococcus jannaschii},1124,41250,.,-,.
.,forsyth,gene,HP0367,HYPOTHETICAL PROTEIEN,376077,376682,hypothetical protein,605,22220,.,-,.
.,forsyth,gene,HP0368,HYPOTHETICAL PROTEIEN,376778,377176,hypothetical protein,398,14630,.,-,.
.,forsyth,gene,HP0369,HYPOTHETICAL PROTEIEN,377325,378032,hypothetical protein,707,25960,.,-,.
.,forsyth,gene,HP0370,FATTY ACID AND PHOSPHOLIPID METABOLISM,378261,379634,biotin carboxylase (accC) {Escherichia coli},1373,50380,.,-,.
.,forsyth,gene,HP0371,FATTY ACID AND PHOSPHOLIPID METABOLISM,379643,380110,biotin carboxyl carrier protein (fabE) {Escherichia coli},467,17160,.,-,.
